stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /etc/allegro5rc r
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /home/marc/allegro5rc r
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /home/marc/PROJECTS/Eagle/EagleGUI/cbbuild/bin/allegro5.cfg r
system   I            xsystem.c:212  xglx_initialize                  [   0.00000] XGLX driver connected to X11 (The X.Org Foundation 11901000).
system   I            xsystem.c:214  xglx_initialize                  [   0.00000] X11 protocol version 11.0.
system   I            xsystem.c:228  xglx_initialize                  [   0.00000] events thread spawned.
system   I             system.c:257  al_install_system                [   0.00000] Allegro version: 5.2.3 (GIT)
PulseAudio D         pulseaudio.c:123  pulseaudio_open                  [   0.00416] PA_CONTEXT_READY
keyboard D          xkeyboard.c:603  _al_xwin_get_keyboard_mapping    [   0.05415] key [219: NULL NULL] not assigned.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05417] key [220: XF86WebCam NULL] defering.
keyboard D          xkeyboard.c:603  _al_xwin_get_keyboard_mapping    [   0.05418] key [221: NULL NULL] not assigned.
keyboard D          xkeyboard.c:603  _al_xwin_get_keyboard_mapping    [   0.05419] key [222: NULL NULL] not assigned.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05420] key [223: XF86Mail NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05421] key [224: XF86Messenger NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05422] key [225: XF86Search NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05423] key [226: XF86Go NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05425] key [227: XF86Finance NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05426] key [228: XF86Game NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05427] key [229: XF86Shop NULL] defering.
keyboard D          xkeyboard.c:603  _al_xwin_get_keyboard_mapping    [   0.05428] key [230: NULL NULL] not assigned.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05429] key [231: Cancel NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05430] key [232: XF86MonBrightnessDown NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05432] key [233: XF86MonBrightnessUp NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05433] key [234: XF86AudioMedia NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05434] key [235: XF86Display NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05435] key [236: XF86KbdLightOnOff NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05436] key [237: XF86KbdBrightnessDown NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05438] key [238: XF86KbdBrightnessUp NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05439] key [239: XF86Send NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05440] key [240: XF86Reply NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05441] key [241: XF86MailForward NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05442] key [242: XF86Save NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05443] key [243: XF86Documents NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05444] key [244: XF86Battery NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05445] key [245: XF86Bluetooth NULL] defering.
keyboard D          xkeyboard.c:597  _al_xwin_get_keyboard_mapping    [   0.05447] key [246: XF86WLAN NULL] defering.
keyboard D          xkeyboard.c:603  _al_xwin_get_keyboard_mapping    [   0.05448] key [247: NULL NULL] not assigned.
keyboard D          xkeyboard.c:603  _al_xwin_get_keyboard_mapping    [   0.05449] key [248: NULL NULL] not assigned.
keyboard D          xkeyboard.c:603  _al_xwin_get_keyboard_mapping    [   0.05450] key [249: NULL NULL] not assigned.
keyboard D          xkeyboard.c:603  _al_xwin_get_keyboard_mapping    [   0.05451] key [250: NULL NULL] not assigned.
keyboard D          xkeyboard.c:603  _al_xwin_get_keyboard_mapping    [   0.05452] key [251: NULL NULL] not assigned.
keyboard D          xkeyboard.c:603  _al_xwin_get_keyboard_mapping    [   0.05453] key [252: NULL NULL] not assigned.
keyboard D          xkeyboard.c:603  _al_xwin_get_keyboard_mapping    [   0.05454] key [253: NULL NULL] not assigned.
keyboard D          xkeyboard.c:603  _al_xwin_get_keyboard_mapping    [   0.05456] key [254: NULL NULL] not assigned.
keyboard D          xkeyboard.c:603  _al_xwin_get_keyboard_mapping    [   0.05457] key [255: NULL NULL] not assigned.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05458] Key 98 missing: Katakana NULL Katakana NULL NULL NULL NULL assigned to 94.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05459] Key 99 missing: Hiragana NULL Hiragana NULL NULL NULL NULL assigned to 95.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05460] Key 100 missing: Henkan_Mode NULL Henkan_Mode NULL NULL NULL NULL assigned to 96.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05462] Key 101 missing: Hiragana_Katakana NULL Hiragana_Katakana NULL NULL NULL NULL assigned to 97.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05464] Key 102 missing: Muhenkan NULL Muhenkan NULL NULL NULL NULL assigned to 98.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05465] Key 109 missing: Linefeed NULL Linefeed NULL NULL NULL NULL assigned to 99.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05467] Key 121 missing: XF86AudioMute NULL XF86AudioMute NULL NULL NULL NULL assigned to 100.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05468] Key 122 missing: XF86AudioLowerVolume NULL XF86AudioLowerVolume NULL NULL NULL NULL assigned to 101.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05469] Key 123 missing: XF86AudioRaiseVolume NULL XF86AudioRaiseVolume NULL NULL NULL NULL assigned to 102.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05471] Key 124 missing: XF86PowerOff NULL XF86PowerOff NULL NULL NULL NULL assigned to 104.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05472] Key 126 missing: plusminus NULL plusminus NULL NULL NULL NULL assigned to 105.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05473] Key 128 missing: XF86LaunchA NULL XF86LaunchA NULL NULL NULL NULL assigned to 106.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05474] Key 130 missing: Hangul NULL Hangul NULL NULL NULL NULL assigned to 107.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05475] Key 131 missing: Hangul_Hanja NULL Hangul_Hanja NULL NULL NULL NULL assigned to 108.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05477] Key 136 missing: Cancel NULL Cancel NULL NULL NULL NULL assigned to 109.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05478] Key 137 missing: Redo NULL Redo NULL NULL NULL NULL assigned to 110.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05479] Key 138 missing: SunProps NULL SunProps NULL NULL NULL NULL assigned to 111.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05480] Key 139 missing: Undo NULL Undo NULL NULL NULL NULL assigned to 112.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05481] Key 140 missing: SunFront NULL SunFront NULL NULL NULL NULL assigned to 113.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05482] Key 141 missing: XF86Copy NULL XF86Copy NULL NULL NULL NULL assigned to 114.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05484] Key 142 missing: XF86Open NULL XF86Open NULL NULL NULL NULL assigned to 115.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05485] Key 143 missing: XF86Paste NULL XF86Paste NULL NULL NULL NULL assigned to 116.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05486] Key 144 missing: Find NULL Find NULL NULL NULL NULL assigned to 117.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05487] Key 145 missing: XF86Cut NULL XF86Cut NULL NULL NULL NULL assigned to 118.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05488] Key 146 missing: Help NULL Help NULL NULL NULL NULL assigned to 119.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05490] Key 147 missing: XF86MenuKB NULL XF86MenuKB NULL NULL NULL NULL assigned to 120.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05491] Key 148 missing: XF86Calculator NULL XF86Calculator NULL NULL NULL NULL assigned to 121.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05492] Key 150 missing: XF86Sleep NULL XF86Sleep NULL NULL NULL NULL assigned to 122.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05493] Key 151 missing: XF86WakeUp NULL XF86WakeUp NULL NULL NULL NULL assigned to 123.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05494] Key 152 missing: XF86Explorer NULL XF86Explorer NULL NULL NULL NULL assigned to 124.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05496] Key 153 missing: XF86Send NULL XF86Send NULL NULL NULL NULL assigned to 125.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05497] Key 155 missing: XF86Xfer NULL XF86Xfer NULL NULL NULL NULL assigned to 126.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05498] Key 156 missing: XF86Launch1 NULL XF86Launch1 NULL NULL NULL NULL assigned to 127.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05499] Key 157 missing: XF86Launch2 NULL XF86Launch2 NULL NULL NULL NULL assigned to 128.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05501] Key 158 missing: XF86WWW NULL XF86WWW NULL NULL NULL NULL assigned to 129.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05502] Key 159 missing: XF86DOS NULL XF86DOS NULL NULL NULL NULL assigned to 130.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05503] Key 160 missing: XF86ScreenSaver NULL XF86ScreenSaver NULL NULL NULL NULL assigned to 131.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05504] Key 161 missing: XF86RotateWindows NULL XF86RotateWindows NULL NULL NULL NULL assigned to 132.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05505] Key 162 missing: XF86TaskPane NULL XF86TaskPane NULL NULL NULL NULL assigned to 133.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05507] Key 163 missing: XF86Mail NULL XF86Mail NULL NULL NULL NULL assigned to 134.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05508] Key 164 missing: XF86Favorites NULL XF86Favorites NULL NULL NULL NULL assigned to 135.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05509] Key 165 missing: XF86MyComputer NULL XF86MyComputer NULL NULL NULL NULL assigned to 136.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05510] Key 166 missing: XF86Back NULL XF86Back NULL NULL NULL NULL assigned to 137.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05511] Key 167 missing: XF86Forward NULL XF86Forward NULL NULL NULL NULL assigned to 138.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05514] Key 169 missing: XF86Eject NULL XF86Eject NULL NULL NULL NULL assigned to 139.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05515] Key 170 missing: XF86Eject XF86Eject XF86Eject XF86Eject NULL NULL NULL assigned to 140.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05516] Key 171 missing: XF86AudioNext NULL XF86AudioNext NULL NULL NULL NULL assigned to 141.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05518] Key 172 missing: XF86AudioPlay XF86AudioPause XF86AudioPlay XF86AudioPause NULL NULL NULL assigned to 142.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05519] Key 173 missing: XF86AudioPrev NULL XF86AudioPrev NULL NULL NULL NULL assigned to 143.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05520] Key 174 missing: XF86AudioStop XF86Eject XF86AudioStop XF86Eject NULL NULL NULL assigned to 144.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05521] Key 175 missing: XF86AudioRecord NULL XF86AudioRecord NULL NULL NULL NULL assigned to 145.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05522] Key 176 missing: XF86AudioRewind NULL XF86AudioRewind NULL NULL NULL NULL assigned to 146.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05524] Key 177 missing: XF86Phone NULL XF86Phone NULL NULL NULL NULL assigned to 147.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05525] Key 179 missing: XF86Tools NULL XF86Tools NULL NULL NULL NULL assigned to 148.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05526] Key 180 missing: XF86HomePage NULL XF86HomePage NULL NULL NULL NULL assigned to 149.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05527] Key 181 missing: XF86Reload NULL XF86Reload NULL NULL NULL NULL assigned to 150.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05529] Key 182 missing: XF86Close NULL XF86Close NULL NULL NULL NULL assigned to 151.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05530] Key 185 missing: XF86ScrollUp NULL XF86ScrollUp NULL NULL NULL NULL assigned to 152.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05531] Key 186 missing: XF86ScrollDown NULL XF86ScrollDown NULL NULL NULL NULL assigned to 153.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05532] Key 187 missing: parenleft NULL parenleft NULL NULL NULL NULL assigned to 154.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05534] Key 188 missing: parenright NULL parenright NULL NULL NULL NULL assigned to 155.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05535] Key 189 missing: XF86New NULL XF86New NULL NULL NULL NULL assigned to 156.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05536] Key 190 missing: Redo NULL Redo NULL NULL NULL NULL assigned to 157.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05537] Key 191 missing: XF86Tools NULL XF86Tools NULL NULL NULL NULL assigned to 158.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05538] Key 192 missing: XF86Launch5 NULL XF86Launch5 NULL NULL NULL NULL assigned to 159.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05540] Key 193 missing: XF86Launch6 NULL XF86Launch6 NULL NULL NULL NULL assigned to 160.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05541] Key 194 missing: XF86Launch7 NULL XF86Launch7 NULL NULL NULL NULL assigned to 161.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05542] Key 195 missing: XF86Launch8 NULL XF86Launch8 NULL NULL NULL NULL assigned to 162.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05543] Key 196 missing: XF86Launch9 NULL XF86Launch9 NULL NULL NULL NULL assigned to 163.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05544] Key 198 missing: XF86AudioMicMute NULL XF86AudioMicMute NULL NULL NULL NULL assigned to 164.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05546] Key 199 missing: XF86TouchpadToggle NULL XF86TouchpadToggle NULL NULL NULL NULL assigned to 165.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05547] Key 200 missing: XF86TouchpadOn NULL XF86TouchpadOn NULL NULL NULL NULL assigned to 166.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05548] Key 201 missing: XF86TouchpadOff NULL XF86TouchpadOff NULL NULL NULL NULL assigned to 167.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05549] Key 203 missing: Mode_switch NULL Mode_switch NULL NULL NULL NULL assigned to 168.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05550] Key 208 missing: XF86AudioPlay NULL XF86AudioPlay NULL NULL NULL NULL assigned to 169.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05552] Key 209 missing: XF86AudioPause NULL XF86AudioPause NULL NULL NULL NULL assigned to 170.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05553] Key 210 missing: XF86Launch3 NULL XF86Launch3 NULL NULL NULL NULL assigned to 171.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05554] Key 211 missing: XF86Launch4 NULL XF86Launch4 NULL NULL NULL NULL assigned to 172.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05555] Key 212 missing: XF86LaunchB NULL XF86LaunchB NULL NULL NULL NULL assigned to 173.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05556] Key 213 missing: XF86Suspend NULL XF86Suspend NULL NULL NULL NULL assigned to 174.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05558] Key 214 missing: XF86Close NULL XF86Close NULL NULL NULL NULL assigned to 175.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05559] Key 215 missing: XF86AudioPlay NULL XF86AudioPlay NULL NULL NULL NULL assigned to 176.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05560] Key 216 missing: XF86AudioForward NULL XF86AudioForward NULL NULL NULL NULL assigned to 177.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05563] Key 220 missing: XF86WebCam NULL XF86WebCam NULL NULL NULL NULL assigned to 178.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05565] Key 223 missing: XF86Mail NULL XF86Mail NULL NULL NULL NULL assigned to 179.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05566] Key 224 missing: XF86Messenger NULL XF86Messenger NULL NULL NULL NULL assigned to 180.
keyboard D          xkeyboard.c:366  find_unknown_key_assignment      [   0.05567] Key 225 missing: XF86Search NULL XF86Search NULL NULL NULL NULL assigned to 181.
